"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-06","4.25","0.00","0.0","0.0",,"71","42"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-07","5.59","0.00","0.0","0.0",,"71","45"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-08","6.71","0.00","0.0","0.0",,"65","44"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-09","6.04","0.00","0.0","0.0",,"65","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-10","5.37","0.00","0.0","0.0",,"63","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-11","5.37","0.02","0.0","0.0",,"65","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-12","4.92","0.00","0.0","0.0",,"73","46"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-13","3.80","0.00","0.0","0.0",,"74","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-14","4.70","0.00","0.0","0.0",,"80","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-15","5.37","0.00","0.0","0.0",,"69","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-16","4.70","0.00","0.0","0.0",,"68","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-17","9.17","0.00","0.0","0.0",,"66","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-18","6.26","0.00","0.0","0.0",,"68","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-19","6.04","0.00","0.0","0.0",,"73","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-20","6.26","0.00","0.0","0.0",,"66","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-21","6.26","0.00","0.0","0.0",,"71","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-22","8.95","0.02","0.0","0.0",,"66","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-23","10.29","0.05","0.0","0.0",,"64","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-24","7.38","0.00","0.0","0.0",,"65","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-25","5.59","0.00","0.0","0.0",,"72","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-26","5.14","0.00","0.0","0.0",,"80","50"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-27","8.95","0.00","0.0","0.0",,"64","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-28","5.82","0.00","0.0","0.0",,"74","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-29","6.04","0.00","0.0","0.0",,"73","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-30","8.28","0.00","0.0","0.0",,"65","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-31","15.88","0.00","0.0","0.0",,"68","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-01","8.50","0.00","0.0","0.0",,"65","45"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-02","9.62","0.00","0.0","0.0",,"69","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-03","7.61","0.00","0.0","0.0",,"67","44"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-04","10.74","0.00","0.0","0.0",,"64","43"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-05","10.96","0.11","0.0","0.0",,"58","50"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-06","12.75","0.00","0.0","0.0",,"63","44"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-07",,"0.74",,,,"61","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-08","7.61","0.01",,,,"63","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-09","5.82","0.00","0.0","0.0",,"67","43"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-10","6.49","0.00","0.0","0.0",,"66","46"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-11","6.71","0.00","0.0","0.0",,"72","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-12","5.82","0.00","0.0","0.0",,"73","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-13","14.99","0.00","0.0","0.0",,"62","50"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-14","12.75","0.00","0.0","0.0",,"65","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-15","8.05","0.00","0.0","0.0",,"71","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-16","7.61","0.00","0.0","0.0",,"81","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-17","7.16","0.00","0.0","0.0",,"72","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-18","9.17","0.00","0.0","0.0",,"67","49"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-19","9.17","0.00","0.0","0.0",,"63","49"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-20","11.63","0.00","0.0","0.0",,"63","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-21","14.09","0.00","0.0","0.0",,"61","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-22","9.17","0.00","0.0","0.0",,"66","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-23","10.29","0.00","0.0","0.0",,"64","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-24","19.01","0.08","0.0","0.0",,"63","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-25","14.99","0.14","0.0","0.0",,"63","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-26","6.93","0.00","0.0","0.0",,"69","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-27","8.72","0.00","0.0","0.0",,"81","50"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-28","9.40","0.00","0.0","0.0",,"63","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-29","8.50","0.00","0.0","0.0",,"66","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-04-30","5.82","0.00","0.0","0.0",,"84","49"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-01","9.40","0.00","0.0","0.0",,"76","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-02","9.17","0.00","0.0","0.0",,"65","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-03","10.51","0.00","0.0","0.0",,"64","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-04","11.41","0.00","0.0","0.0",,"59","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-05","11.41","0.00","0.0","0.0",,"62","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-06","9.17","0.00","0.0","0.0",,"66","50"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-07","6.26","0.00","0.0","0.0",,"67","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-08","8.95","0.00","0.0","0.0",,"65","46"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-09","11.18","0.00","0.0","0.0",,"63","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-10","9.17","0.00","0.0","0.0",,"62","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-11","14.32","0.00","0.0","0.0",,"62","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-12","18.34","0.00","0.0","0.0",,"65","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-13","12.08","0.00","0.0","0.0",,"63","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-14","8.95","0.00","0.0","0.0",,"66","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-15","12.75","0.00","0.0","0.0",,"62","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-16","11.86","0.00","0.0","0.0",,"61","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-17","13.42","0.00","0.0","0.0",,"64","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-18","12.75","0.00","0.0","0.0",,"60","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-19","11.86","0.00","0.0","0.0",,"63","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-20","10.51","0.00","0.0","0.0",,"68","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-21","10.29","0.00","0.0","0.0",,"66","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-22","11.63","0.00","0.0","0.0",,"62","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-23","10.74","0.00","0.0","0.0",,"62","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-24","10.74","0.00","0.0","0.0",,"61","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-25","11.63","0.00","0.0","0.0",,"63","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-26","11.18","0.00","0.0","0.0",,"65","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-27","12.30","0.00","0.0","0.0",,"63","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-28","10.29","0.00","0.0","0.0",,"63","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-29","9.62","0.00","0.0","0.0",,"62","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-30","9.17","0.00","0.0","0.0",,"66","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-05-31","10.96","0.00","0.0","0.0",,"65","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-01","9.62","0.00","0.0","0.0",,"73","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-02","11.18","0.00","0.0","0.0",,"65","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-03","9.62","0.00","0.0","0.0",,"65","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-04","8.50","0.00","0.0","0.0",,"70","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-05","8.95","0.00","0.0","0.0",,"69","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-06","9.40","0.00","0.0","0.0",,"71","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-07","8.05","0.00","0.0","0.0",,"73","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-08","7.83","0.00","0.0","0.0",,"88","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-09","6.49","0.00","0.0",,,"77","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-10","5.59","0.18","0.0","0.0",,"70","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-11","7.83","0.00","0.0","0.0",,"73","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-12","9.17","0.00","0.0","0.0",,"75","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-13","9.40","0.00","0.0","0.0",,"72","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-14","11.86","0.00","0.0","0.0",,"67","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-15","11.18","0.00","0.0","0.0",,"62","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-16","11.63","0.00","0.0","0.0",,"68","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-17","9.17","0.00","0.0","0.0",,"69","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-18","9.62","0.00","0.0","0.0",,"66","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-19","8.95","0.00","0.0","0.0",,"71","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-20","8.72","0.00","0.0","0.0",,"69","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-21","11.63","0.00","0.0","0.0",,"67","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-22","9.62","0.00","0.0","0.0",,"64","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-23","9.17","0.00","0.0","0.0",,"70","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-24","9.40","0.00","0.0","0.0",,"73","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-25","7.38","0.00","0.0","0.0",,"79","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-26","10.51","0.00","0.0","0.0",,"73","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-27","8.72","0.00","0.0","0.0",,"74","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-28","12.30","0.00","0.0","0.0",,"72","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-29","9.62","0.00","0.0","0.0",,"73","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-06-30","8.05","0.00","0.0","0.0",,"82","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-01","8.72","0.00","0.0","0.0",,"76","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-02","10.51","0.00","0.0","0.0",,"74","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-03","10.74","0.00","0.0","0.0",,"73","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-04","10.96","0.00","0.0","0.0",,"71","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-05","11.18","0.00","0.0","0.0",,"75","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-06","12.53","0.00","0.0","0.0",,"73","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-07","12.97","0.00","0.0","0.0",,"73","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-08","13.20","0.00","0.0","0.0",,"69","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-09","10.51","0.01","0.0","0.0",,"67","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-10","9.84","0.00","0.0","0.0",,"73","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-11","12.30","0.00","0.0","0.0",,"74","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-12","11.41","0.00","0.0","0.0",,"75","63"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-13","12.08","0.00","0.0","0.0",,"74","62"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-14","11.63","0.00","0.0","0.0",,"70","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-15","9.84","0.00","0.0","0.0",,"77","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-16","8.95","0.00","0.0","0.0",,"76","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-17","10.29","0.00","0.0","0.0",,"74","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-18","9.40","0.00","0.0","0.0",,"75","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-19","5.59","0.00","0.0","0.0",,"87","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-20","9.17","0.00","0.0","0.0",,"79","62"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-21","10.74","0.00","0.0","0.0",,"70","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-22","14.09","0.00","0.0","0.0",,"69","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-23","12.97","0.00","0.0","0.0",,"69","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-24","10.51","0.00","0.0","0.0",,"74","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-25","10.51","0.00","0.0","0.0",,"70","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-26","8.72","0.00","0.0","0.0",,"71","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-27","8.50","0.00","0.0","0.0",,"81","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-28","5.82","0.00","0.0","0.0",,"87","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-29","9.62","0.00","0.0","0.0",,"79","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-30","10.74","0.00","0.0","0.0",,"75","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-07-31","11.41","0.00","0.0","0.0",,"72","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-01","11.63","0.00","0.0","0.0",,"75","62"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-02","12.30","0.00","0.0","0.0",,"73","63"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-03","13.87","0.00","0.0","0.0",,"75","64"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-04","10.29","0.00","0.0","0.0",,"75","62"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-05","8.05","0.00","0.0","0.0",,"77","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-06","7.83","0.00","0.0","0.0",,"72","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-07","9.62","0.00","0.0","0.0",,"77","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-08","10.74","0.00","0.0","0.0",,"70","62"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-09","10.74","0.00","0.0","0.0",,"72","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-10","12.97","0.00","0.0","0.0",,"73","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-11","11.18","0.00","0.0","0.0",,"73","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-12","8.50","0.00","0.0","0.0",,"78","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-13","10.29","0.00","0.0","0.0",,"76","64"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-14","8.50","0.00","0.0","0.0",,"76","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-15","4.92","0.00","0.0","0.0",,"92","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-16","5.14","0.00","0.0","0.0",,"93","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-17","9.84","0.00","0.0","0.0",,"80","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-18","9.62","0.00","0.0","0.0",,"75","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-19","10.96","0.00","0.0","0.0",,"74","63"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-20","11.63","0.00","0.0","0.0",,"70","62"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-21","10.74","0.00","0.0","0.0",,"69","62"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-22","8.50","0.00","0.0","0.0",,"75","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-23","10.07","0.00","0.0","0.0",,"73","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-24","10.29","0.00","0.0","0.0",,"75","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-25","9.62","0.00","0.0","0.0",,"74","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-26","6.26","0.00","0.0","0.0",,"79","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-27","5.82","0.00","0.0","0.0",,"84","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-28","8.05","0.00","0.0","0.0",,"91","62"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-29","10.74","0.00","0.0","0.0",,"76","65"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-30","10.74","0.00","0.0","0.0",,"78","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-08-31","8.95","0.00","0.0","0.0",,"78","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-01","9.17","0.00","0.0","0.0",,"75","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-02","12.08","0.00","0.0","0.0",,"73","62"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-03","11.86","0.00","0.0","0.0",,"70","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-04","10.07","0.00","0.0","0.0",,"72","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-05","7.16","0.00","0.0","0.0",,"79","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-06","4.70","0.00","0.0","0.0",,"84","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-07","4.70","0.00","0.0","0.0",,"91","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-08","5.59","0.00","0.0","0.0",,"95","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-09","5.37","0.00","0.0","0.0",,"93","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-10","6.26","0.00","0.0","0.0",,"89","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-11","8.50","0.00","0.0","0.0",,"79","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-12","8.95","0.00","0.0","0.0",,"75","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-13","7.61","0.00","0.0","0.0",,"76","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-14","13.87","0.00","0.0","0.0",,"73","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-15","15.88","0.00","0.0","0.0",,"70","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-16","11.41","0.00","0.0","0.0",,"73","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-17","8.28","0.00","0.0","0.0",,"73","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-18","5.82","0.00","0.0","0.0",,"79","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-19","3.80","0.00","0.0","0.0",,"88","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-20","4.70","0.00","0.0","0.0",,"91","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-21","7.16","0.00","0.0","0.0",,"91","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-22","10.96","0.00","0.0","0.0",,"66","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-23","5.82","0.00","0.0","0.0",,"76","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-24","4.47","0.00","0.0","0.0",,"89","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-25","6.71","0.00","0.0","0.0",,"75","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-26","6.71","0.00","0.0","0.0",,"74","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-27","5.82","0.00","0.0","0.0",,"73","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-28","7.38","0.00","0.0","0.0",,"70","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-29","9.17","0.00","0.0","0.0",,"68","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-09-30","2.91","0.00","0.0","0.0",,"65","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-01","6.49","0.00","0.0","0.0",,"73","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-02","5.82","0.00","0.0","0.0",,"74","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-03","8.28","0.00","0.0","0.0",,"71","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-04","6.71","0.00","0.0","0.0",,"73","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-05","4.70","0.00","0.0","0.0",,"76","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-06","6.71","0.00","0.0","0.0",,"75","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-07","6.71","0.00","0.0","0.0",,"76","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-08","5.14","0.00","0.0","0.0",,"82","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-09","5.59","0.00","0.0","0.0",,"80","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-10","6.49","0.00","0.0","0.0",,"72","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-11","6.49","0.00","0.0","0.0",,"76","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-12","3.58","0.00","0.0","0.0",,"85","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-13","4.47","0.00","0.0","0.0",,"88","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-14","5.37","0.00","0.0",,,"78","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-15","7.38","0.00","0.0","0.0",,"70","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-16","8.72","0.00","0.0","0.0",,"74","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-17","9.84","0.00","0.0","0.0",,"71","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-18","12.75","0.00","0.0","0.0",,"71","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-19","7.61","0.00","0.0","0.0",,"70","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-20","6.49","0.00","0.0","0.0",,"80","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-21","4.92","0.00","0.0","0.0",,"77","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-22","5.59","0.00","0.0","0.0",,"73","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-23","4.70","0.00","0.0","0.0",,"75","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-24","5.59","0.00","0.0","0.0",,"75","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-25","5.82","0.00","0.0","0.0",,"70","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-26","5.37","0.00","0.0","0.0",,"75","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-27","4.25","0.00","0.0","0.0",,"72","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-28","5.82","0.00","0.0","0.0",,"70","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-29","6.71","0.00","0.0","0.0",,"74","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-30","4.25","0.00","0.0","0.0",,"76","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-10-31","7.83","0.00","0.0","0.0",,"75","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-11-01","6.26","0.04","0.0","0.0",,"70","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-11-02","8.50","0.31","0.0","0.0",,"64","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-11-03","7.38","0.00","0.0","0.0",,"66","45"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-11-04","8.05","0.00","0.0","0.0",,"67","45"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-11-05","4.25","0.00","0.0","0.0",,"65","43"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-11-06","4.03","0.00","0.0","0.0",,"67","45"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-11-07","4.92","0.00","0.0","0.0",,"67","43"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-11-08","8.50","0.00","0.0","0.0",,"62","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-11-09","13.42","0.29",,"0.0",,"59","49"
